File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000YBW	fastq	reads	ENCSR000EFC	ChIP-seq	NTR:0004647	IMR-90	primary cell	embryonic	female	16 week	Homo sapiens					CHD1-human	ENCAB000AFF	DNA		see document	see document		False	2012-08-20	ENCODE				2	1	36		single-ended				698143311	Michael Snyder, Stanford	da6477eb86f8f9706650ed6b38c61312		https://www.encodeproject.org/files/ENCFF000YBW/@@download/ENCFF000YBW.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YCS/	released	low read depth, inconsistent target of control experiment, low read length	biological replicates with identical biosample, NTR biosample		
ENCFF000YBU	fastq	reads	ENCSR000EFC	ChIP-seq	NTR:0004647	IMR-90	primary cell	embryonic	female	16 week	Homo sapiens					CHD1-human	ENCAB000AFF	DNA		see document	see document		False	2012-08-20	ENCODE				1	1	36		single-ended				1029469842	Michael Snyder, Stanford	e521ea4904e2bb64a45f549f19ece328		https://www.encodeproject.org/files/ENCFF000YBU/@@download/ENCFF000YBU.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YCQ/	released	low read depth, inconsistent target of control experiment, low read length	biological replicates with identical biosample, NTR biosample		
ENCFF175RYK	fastq	reads	ENCSR528UBJ	ChIP-seq	UBERON:0008367	breast epithelium	tissue	adult	female	51 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	1	ENCFF287TQD		2117158261	Richard Myers, HAIB	11d017adbea451e2f48002cfc40bc0a2		https://www.encodeproject.org/files/ENCFF175RYK/@@download/ENCFF175RYK.fastq.gz		HiSeq 2000	/files/ENCFF088HMZ/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF287TQD	fastq	reads	ENCSR528UBJ	ChIP-seq	UBERON:0008367	breast epithelium	tissue	adult	female	51 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	2	ENCFF175RYK		2226718227	Richard Myers, HAIB	ebf6f3b0b47b6376c4e80202787d5af0		https://www.encodeproject.org/files/ENCFF287TQD/@@download/ENCFF287TQD.fastq.gz		HiSeq 2000	/files/ENCFF722QTP/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF000VPZ	fastq	reads	ENCSR000DYF	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens					POLR2AphosphoS2-human	ENCAB000AOB	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	36		single-ended				1081959861	Michael Snyder, Stanford	5878b54a85b6f3122ef9a0a68b2de9c7		https://www.encodeproject.org/files/ENCFF000VPZ/@@download/ENCFF000VPZ.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VPI/	released	inconsistent target of control experiment, inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF000VQB	fastq	reads	ENCSR000DYF	ChIP-seq	EFO:0001086	A549	immortalized cell line	adult	male	58 year	Homo sapiens					POLR2AphosphoS2-human	ENCAB000AOB	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	36		single-ended				1023179643	Michael Snyder, Stanford	4a3279c4c8d26f03bbfffc4d33070cf1		https://www.encodeproject.org/files/ENCFF000VQB/@@download/ENCFF000VQB.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000VPK/	released	inconsistent target of control experiment, inconsistent platforms, low read length	biological replicates with identical biosample		
ENCFF000PTO	fastq	reads	ENCSR000BVN	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					ZEB1-human	ENCAB000AMO	DNA		see document	see document		False	2012-09-10	ENCODE				1	1	50		single-ended				1515832606	Richard Myers, HAIB	55f98768b22c137f306c3676e4855d9c		https://www.encodeproject.org/files/ENCFF000PTO/@@download/ENCFF000PTO.fastq.gz		HiSeq 2000	/files/ENCFF000PPF/	released	inconsistent platforms	biological replicates with identical biosample		
ENCFF000PTQ	fastq	reads	ENCSR000BVN	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					ZEB1-human	ENCAB000AMO	DNA		see document	see document		False	2012-09-10	ENCODE				2	1	50		single-ended				1436379933	Richard Myers, HAIB	d857ef36f11bccef76f1e258ef086548		https://www.encodeproject.org/files/ENCFF000PTQ/@@download/ENCFF000PTQ.fastq.gz		HiSeq 2000	/files/ENCFF000PPI/	released	inconsistent platforms	biological replicates with identical biosample		
ENCFF000QZG	fastq	reads	ENCSR000BSK	ChIP-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	4 year	Homo sapiens					JUND-human	ENCAB000AID	DNA		see document	see document		False	2012-09-10	ENCODE				1	1	50		single-ended				1545885817	Richard Myers, HAIB	ce8688c323545327142ac64730d1c004		https://www.encodeproject.org/files/ENCFF000QZG/@@download/ENCFF000QZG.fastq.gz		HiSeq 2000	/files/ENCFF000RCK/	released	control low read depth	biological replicates with identical biosample		
ENCFF000QZK	fastq	reads	ENCSR000BSK	ChIP-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	4 year	Homo sapiens					JUND-human	ENCAB000AID	DNA		see document	see document		False	2012-09-10	ENCODE				2	1	50		single-ended				2795551152	Richard Myers, HAIB	02965087273798e452d550a5dbb97bd0		https://www.encodeproject.org/files/ENCFF000QZK/@@download/ENCFF000QZK.fastq.gz		HiSeq 2000	/files/ENCFF000RCM/	released	control low read depth	biological replicates with identical biosample		
ENCFF000NTD	fastq	reads	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				916514718	Richard Myers, HAIB	b9b3ef998932ad5d5b1fa6ea0c9043b8		https://www.encodeproject.org/files/ENCFF000NTD/@@download/ENCFF000NTD.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read depth, low read length	biological replicates with identical biosample		
ENCFF000NTH	fastq	reads	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BCL11A-human	ENCAB000AEE	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				1744280834	Richard Myers, HAIB	b94fc9c3ce2176aff652256f3edd098e		https://www.encodeproject.org/files/ENCFF000NTH/@@download/ENCFF000NTH.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read depth, low read length	biological replicates with identical biosample		
ENCFF966BYU	fastq	reads	ENCSR494TNM	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-12-13	ENCODE				1	1	100		paired-ended	1	ENCFF838NDW		2332027452	Michael Snyder, Stanford	4a5552586bb19cd545924410f67a129a		https://www.encodeproject.org/files/ENCFF966BYU/@@download/ENCFF966BYU.fastq.gz		HiSeq 4000	/files/ENCFF104PIL/	released	mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF838NDW	fastq	reads	ENCSR494TNM	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-12-13	ENCODE				1	1	100		paired-ended	2	ENCFF966BYU		2664177338	Michael Snyder, Stanford	7871eede65bcac4db708e38814804ed2		https://www.encodeproject.org/files/ENCFF838NDW/@@download/ENCFF838NDW.fastq.gz		HiSeq 4000	/files/ENCFF862OLB/	released	mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF543YKB	fastq	reads	ENCSR897JCM	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF491-human	ENCAB615WUN	DNA				formaldehyde	False	2017-04-06	ENCODE				2	1	101		paired-ended	1	ENCFF534EOG		2542603092	Michael Snyder, Stanford	6c2ed632ee26de81008abc59e79f04ad		https://www.encodeproject.org/files/ENCFF543YKB/@@download/ENCFF543YKB.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released		experiment not submitted to GEO		
ENCFF723BUN	fastq	reads	ENCSR897JCM	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF491-human	ENCAB615WUN	DNA				formaldehyde	False	2017-04-06	ENCODE				1	1	101		paired-ended	1	ENCFF298JQC		2487814426	Michael Snyder, Stanford	3fc4fe4ec9b0dd19f3d9edd904057029		https://www.encodeproject.org/files/ENCFF723BUN/@@download/ENCFF723BUN.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released		experiment not submitted to GEO		
ENCFF298JQC	fastq	reads	ENCSR897JCM	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF491-human	ENCAB615WUN	DNA				formaldehyde	False	2017-04-06	ENCODE				1	1	101		paired-ended	2	ENCFF723BUN		2498850991	Michael Snyder, Stanford	845588214a2d290f749097db0a08e3e9		https://www.encodeproject.org/files/ENCFF298JQC/@@download/ENCFF298JQC.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released		experiment not submitted to GEO		
ENCFF534EOG	fastq	reads	ENCSR897JCM	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF491-human	ENCAB615WUN	DNA				formaldehyde	False	2017-04-06	ENCODE				2	1	101		paired-ended	2	ENCFF543YKB		2558500855	Michael Snyder, Stanford	103055d892e8e91934ca60e494e8e6ed		https://www.encodeproject.org/files/ENCFF534EOG/@@download/ENCFF534EOG.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released		experiment not submitted to GEO		
ENCFF131OXT	fastq	reads	ENCSR103GAK	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF175-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				2	1	101		paired-ended	1	ENCFF565BCY		2361829995	Michael Snyder, Stanford	903ed842fa21c893664820783311e012	SRA:SRR5111111	https://www.encodeproject.org/files/ENCFF131OXT/@@download/ENCFF131OXT.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released	borderline replicate concordance			
ENCFF076GRK	fastq	reads	ENCSR103GAK	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF175-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				1	1	101		paired-ended	1	ENCFF574XTS		2350450347	Michael Snyder, Stanford	70f1b1dd3619a6e71f96a7794b5f2c2d	SRA:SRR5111110	https://www.encodeproject.org/files/ENCFF076GRK/@@download/ENCFF076GRK.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released	borderline replicate concordance			
ENCFF574XTS	fastq	reads	ENCSR103GAK	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF175-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				1	1	101		paired-ended	2	ENCFF076GRK		2407985502	Michael Snyder, Stanford	1d67af1809c9cfed6662f2ef97d71a15	SRA:SRR5111110	https://www.encodeproject.org/files/ENCFF574XTS/@@download/ENCFF574XTS.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released	borderline replicate concordance			
ENCFF565BCY	fastq	reads	ENCSR103GAK	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF175-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				2	1	101		paired-ended	2	ENCFF131OXT		2422805680	Michael Snyder, Stanford	9587fbf38969aa0ce2db78799980ca0d	SRA:SRR5111111	https://www.encodeproject.org/files/ENCFF565BCY/@@download/ENCFF565BCY.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released	borderline replicate concordance			
ENCFF853ZLC	fastq	reads	ENCSR668HOP	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF580-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				1	1	101		paired-ended	1	ENCFF952WBI		2786467540	Michael Snyder, Stanford	60893d482c6d7fb70f89b84ff7eafb01	SRA:SRR5111931	https://www.encodeproject.org/files/ENCFF853ZLC/@@download/ENCFF853ZLC.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released				
ENCFF919KAD	fastq	reads	ENCSR668HOP	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF580-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				2	1	101		paired-ended	1	ENCFF853FHN		2604577629	Michael Snyder, Stanford	48184308c97052305dddd5d0acd25bf2	SRA:SRR5111932	https://www.encodeproject.org/files/ENCFF919KAD/@@download/ENCFF919KAD.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released				
ENCFF952WBI	fastq	reads	ENCSR668HOP	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF580-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				1	1	101		paired-ended	2	ENCFF853ZLC		2848326580	Michael Snyder, Stanford	6effd4db6762a8970474711a7f7ef9d2	SRA:SRR5111931	https://www.encodeproject.org/files/ENCFF952WBI/@@download/ENCFF952WBI.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released				
ENCFF853FHN	fastq	reads	ENCSR668HOP	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF580-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				2	1	101		paired-ended	2	ENCFF919KAD		2659920229	Michael Snyder, Stanford	44caa181ce8372f10b0c608111187378	SRA:SRR5111932	https://www.encodeproject.org/files/ENCFF853FHN/@@download/ENCFF853FHN.fastq.gz		HiSeq 2000	/files/ENCFF010LOC/, /files/ENCFF089HUB/, /files/ENCFF169WOT/, /files/ENCFF184SBV/, /files/ENCFF212MYS/, /files/ENCFF231MWC/, /files/ENCFF247VVB/, /files/ENCFF256KTI/, /files/ENCFF327UHP/, /files/ENCFF374JTH/, /files/ENCFF437BSD/, /files/ENCFF446ZHN/, /files/ENCFF485UTC/, /files/ENCFF502LCH/, /files/ENCFF570XLQ/, /files/ENCFF611URR/, /files/ENCFF674OUR/, /files/ENCFF696JSC/, /files/ENCFF793FGU/, /files/ENCFF804THN/, /files/ENCFF806BJB/, /files/ENCFF825GYY/, /files/ENCFF886JJC/, /files/ENCFF967IDB/	released				
ENCFF461DSK	fastq	reads	ENCSR551MLB	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	1	ENCFF245QAX		1387111400	Richard Myers, HAIB	8f4439c8d1dbabb390501ca9d65a6b45		https://www.encodeproject.org/files/ENCFF461DSK/@@download/ENCFF461DSK.fastq.gz		HiSeq 2000	/files/ENCFF951WSO/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF245QAX	fastq	reads	ENCSR551MLB	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1	1	76		paired-ended	2	ENCFF461DSK		1415133262	Richard Myers, HAIB	22dc647f12bce3f55a467ead92a5caf3		https://www.encodeproject.org/files/ENCFF245QAX/@@download/ENCFF245QAX.fastq.gz		HiSeq 2000	/files/ENCFF960XDG/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF916UAH	fastq	reads	ENCSR418MKG	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZNF692-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-14	ENCODE				1	1	101		paired-ended	1	ENCFF988TNQ		2662125315	Michael Snyder, Stanford	4899ac504225b95b9416bee03aed6a62	SRA:SRR5111565	https://www.encodeproject.org/files/ENCFF916UAH/@@download/ENCFF916UAH.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released				
